GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
Licence fees (114521E),Other,Droits d’entrée et redevances pour usage infrastructures : Chemin de fer,Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Licence fees (114521E),Other,Droits d’entrée et redevances pour usage infrastructures : Electricité,Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Licence fees (114521E),Other,Droits d’entrée et redevances pour usage infrastructures : Port,Société du Port à Gestion Autonome de Toamasina,6389764430.0,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Licence fees (114521E),Other,Droits d’entrée et redevances pour usage infrastructures : Route,Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Licence fees (114521E),Other,Permis de construire,Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Licence fees (114521E),Other,Taxe de roulage,Collectivités territoriales décentralisées (Régions et/ou communes),97059482.81,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Licence fees (114521E),Other,Taxe professionnelle (TP),Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
"Ordinary taxes on income, profits and capital gains (1112E1)",Oil & Gas,Impôt direct sur les hydrocarbures (IDH),Direction Générale des Impôts,,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
"Ordinary taxes on income, profits and capital gains (1112E1)",Other,Autres,Autres,16316927.0,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
"Ordinary taxes on income, profits and capital gains (1112E1)",Other,Autres,Direction Générale des Impôts,210240095.12,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
"Ordinary taxes on income, profits and capital gains (1112E1)",Other,IR non résident ou TFT,Direction Générale des Impôts,4286604843.67,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
"Ordinary taxes on income, profits and capital gains (1112E1)",Other,Impôts sur les dividendes,Direction Générale des Impôts,,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
"Ordinary taxes on income, profits and capital gains (1112E1)",Other,Impôts sur les plus-values immobilières (IPVI),Direction Générale des Impôts,,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
"Ordinary taxes on income, profits and capital gains (1112E1)",Other,Impôts sur les revenus (IR),Direction Générale des Impôts,16148119244.49,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
"Ordinary taxes on income, profits and capital gains (1112E1)",Other,Impôts sur les revenus de capitaux mobiliers (IRCM),Direction Générale des Impôts,119324489.83,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
"Ordinary taxes on income, profits and capital gains (1112E1)",Other,Impôts sur les revenus intermittents (IRI),Direction Générale des Impôts,54277546.92,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Other rent payments (1415E5),Other,Location de terrains,Société du Port à Gestion Autonome de Toamasina,983246560.66,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Other taxes payable by natural resource companies (116E),Other,Autres,Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Other taxes payable by natural resource companies (116E),Other,Certificat de conformité (Mise en compatibilité - ONE),Office Nationale pour l'Environnement,,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Other taxes payable by natural resource companies (116E),Other,En nature (Evaluation expert ou sur justificatifs),Autres,,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Royalties (1415E1),Mining,Redevances carrière,Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Royalties (1415E1),Mining,Ristourne minière,Direction Générale des Mines,67368689631.72,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Royalties (1415E1),Other,Redevance minière,Direction Générale des Mines,2523188104.0,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Royalties (1415E1),Other,Redevance sur les flux maritimes,Société du Port à Gestion Autonome de Toamasina,31782889.0,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Royalties (1415E1),Other,Redevance sur les ordures ménagères (ROM),Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Royalties (1415E1),Other,Redevance sur usage de la route (RUR),Direction Générale des Douanes,1870145.0,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Royalties (1415E1),Other,Redevances de fréquence (ARTEC),Autres,,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Royalties (1415E1),Other,Redevances de pompage d’eau (ANDEA),Autres,4675735.67,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Royalties (1415E1),Other,Redevances domaniales,Administration des Domaines,1966405526.34,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Royalties (1415E1),Other,Redevances sur les eaux usées (REU),Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Royalties (1415E1),Other,Redevances télécommunication (ARTEC),Autres,,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Sales of goods and services by government units (1421E),Other,Dépenses de transport de minéraux payées à l'Etat ou à une entité d'Etat,Autres,,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Social security employer contributions (1212E),Other,CNAPS,Caisse Nationale de Prévoyance Sociale,8972278660.8,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Social security employer contributions (1212E),Other,Organisation sanitaire d'entreprise,Autres,4713027520.9,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Taxes on exports (1152E),Other,Droit de port sur les marchandises exportées,Port: Société de Manutention des Marchandises Conventionnels et/ou Madagascar International Container Terminal Services Limited,315832260.0,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Taxes on exports (1152E),Other,Taxe conjoncturelle sur l’exportation,Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Taxes on payroll and workforce (112E),Other,Autres,Autres,,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Taxes on property (113E),Other,Centime additionnelle à l’IFPB,Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Taxes on property (113E),Other,Impôts fonciers sur la propriété bâtie (IFPB),Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Taxes on property (113E),Other,Impôts fonciers sur les terrains (IFT),Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Taxes on property (113E),Other,Taxe annexe à l’IFPB (TAFB),Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Taxes on property (113E),Other,Taxe de publicité foncière (TPF),Administration des Domaines,,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Voluntary transfers to government (donations) (144E1),Other,Dons (Contribution Volontaire) en nature (Evaluation expert ou sur justificatifs),Autres,986701885.23,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Voluntary transfers to government (donations) (144E1),Other,Dons (Contribution Volontaire) en numéraire,Autres,156356000.0,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
Voluntary transfers to government (donations) (144E1),Other,Dons (Contribution Volontaire)Programme d'investissement public (PIP),Autres,,MGA,Madagascar,MDG,2018,1/1/2018,12/31/2018
