Full project name,"Legal agreement reference number(s): contract, licence, lease, concession, …","Affiliated companies, start with Operator",Commodities (one commodity/row),Status,Production (volume),Unit,Production (value),Currency,Country,ISO Code,Year,Start Date,End Date
Nantou Mining,https://www.resourcecontracts.org/contract/ocds-591adf-6603720058/view#/,Nantou Mining,Zinc,Production,211243.8,Sm3,82000000000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Nc,Lien vers la convention indisponible,Nc,Or,Production,0.26,Tonnes,7470000000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Netiana,Lien vers la convention indisponible,Netiana,Or,Production,0.25,Tonnes,7210000000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Riverstone Karma,Lien vers la convention indisponible,Riverstone Karma,Argent,Production,1964.66,oz,20000000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Riverstone Karma,Lien vers la convention indisponible,Riverstone Karma,Or,Production,2.82,Tonnes,81380000000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Roxgold Sanu SA,https://www.resourcecontracts.org/contract/ocds-591adf-3029744647/view#/,Yaramoko,Argent,Production,12950.0,oz,120000000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
SANBRADO,Lien vers la convention indisponible,Société des Mines de Sanbrado,Or,Production,,Non communiqué,,Non communiqué,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
SEMAFO Boungou,Lien vers la convention indisponible,SEMAFO Boungou,Argent,Production,19742.48,Tonnes,190000000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
SEMAFO Boungou,Lien vers la convention indisponible,SEMAFO Boungou,Or,Production,6.43,Tonnes,185560000000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
SEMAFO Burkina,https://www.resourcecontracts.org/contract/ocds-591adf-4275857516/view#/,SEMAFO,Or,Production,4.1,Tonnes,118320000000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
SOGEA-SATOM,Lien vers la convention indisponible,Sadaba,Granite,Production,169562.35,Sm3,70000000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
SOMITA,Lien vers la convention indisponible,SOMITA,Or,Production,1.99,Tonnes,57430000000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Société d'Exploitation des Phosphates du Burkina,Lien vers la convention indisponible,Société d'Exploitation des Phosphates du Burkina,Phosphate,Production,1573.15,Sm3,140000000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
WAHGNION GOLD OP SA,Lien vers la convention indisponible,WAHGNION GOLD OP SA,Argent,Production,11164.29,oz,100000000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
WAHGNION GOLD OP SA,Lien vers la convention indisponible,WAHGNION GOLD OP SA,Or,Production,1.07,Tonnes,30880000000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Yaramoko,https://www.resourcecontracts.org/contract/ocds-591adf-3029744647/view#/,Roxgold Sanu SA,Or,Production,4.37,Tonnes,126110000000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
