Government entity,eiti_id,Country,Year,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8
AGENCE NATIONALE D’ENCADREMENT DES EXPLOITATIONS MINIÈRES ARTISANALES ET SEMI-MÉCANISÉES (ANEEMAS),18dd608d-c853-491c-a9bc-a18ba456091b,Burkina Faso,2019,Mining,Delivered/paid to state-owned enterprise(s) (1415E32),Produits des ventes d’or,281391060,XOF,BFA,2019-01-01,"2019-12-31"
AGENCE NATIONALE D’ENCADREMENT DES EXPLOITATIONS MINIÈRES ARTISANALES ET SEMI-MÉCANISÉES (ANEEMAS),18dd608d-c853-491c-a9bc-a18ba456091b,Burkina Faso,2019,Mining,Taxes on exports (1152E),Taxe à l'exportation d’or,49406294,XOF,BFA,2019-01-01,"2019-12-31"
AGENCE NATIONALE D’ENCADREMENT DES EXPLOITATIONS MINIÈRES ARTISANALES ET SEMI-MÉCANISÉES (ANEEMAS),18dd608d-c853-491c-a9bc-a18ba456091b,Burkina Faso,2020,Mining,Taxes on exports (1152E),Taxe à l'exportation d’or,37670296,XOF,BFA,2020-12-01,"2020-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2017,Mining,Customs and other import duties (1151E),Carbon tax,224870178,ALL,ALB,2017-01-01,"2017-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2017,Oil & Gas,Customs and other import duties (1151E),Carbon tax,25804413,ALL,ALB,2017-01-01,"2017-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2017,Oil & Gas,Customs and other import duties (1151E),Circulation tax,232239717,ALL,ALB,2017-01-01,"2017-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2017,Oil & Gas,Customs and other import duties (1151E),Excise,319860499,ALL,ALB,2017-01-01,"2017-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2017,Mining,Customs and other import duties (1151E),Excise tax,150814039,ALL,ALB,2017-01-01,"2017-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2017,Mining,Customs and other import duties (1151E),Import VAT,1382597467,ALL,ALB,2017-01-01,"2017-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2017,Mining,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Other payments to the State and local government units,35546481,ALL,ALB,2017-01-01,"2017-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2017,Oil & Gas,Royalties (1415E1),Royalty,1457000349,ALL,ALB,2017-01-01,"2017-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2017,Mining,Royalties (1415E1),Royalty,887556245,ALL,ALB,2017-01-01,"2017-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2018,Mining,Royalties (1415E1),Royalties,540793045,ALL,ALB,2018-01-01,"2018-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2018,Mining,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Import VAT,1103150037,ALL,ALB,2018-01-01,"2018-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2018,Mining,Customs and other import duties (1151E),Carbon tax,85523607,ALL,ALB,2018-01-01,"2018-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2018,Oil & Gas,Royalties (1415E1),Royalty,2079824463,ALL,ALB,2018-01-01,"2018-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2018,Oil & Gas,Customs and other import duties (1151E),Excise,373668140,ALL,ALB,2018-01-01,"2018-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2018,Oil & Gas,Customs and other import duties (1151E),Carbon tax,29777696,ALL,ALB,2018-01-01,"2018-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2018,Oil & Gas,Customs and other import duties (1151E),Circulation tax,267999263,ALL,ALB,2018-01-01,"2018-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2018,Mining,Customs and other import duties (1151E),Excise,57835545,ALL,ALB,2018-01-01,"2018-12-31"
ALBANIAN CUSTOMS ADMINISTRATE,de1d5dc8-e9e0-40e4-9b48-8e3d394c4f46,Albania,2018,Mining,Customs and other import duties (1151E),Other payments to the State and local government units,33669036,ALL,ALB,2018-01-01,"2018-12-31"
ALBPETROL,e1658794-b21b-4301-b40c-f43d30c8f39b,Albania,2017,Oil & Gas,Delivered/paid to state-owned enterprise(s) (1415E32),Share of oil production,2304710000,ALL,ALB,2017-01-01,"2017-12-31"
ALBPETROL,e1658794-b21b-4301-b40c-f43d30c8f39b,Albania,2017,Oil & Gas,Bonuses (1415E2),Signature Bonuses,14173540.32,ALL,ALB,2017-01-01,"2017-12-31"
ALBPETROL,e1658794-b21b-4301-b40c-f43d30c8f39b,Albania,2018,Oil & Gas,Bonuses (1415E2),Bonuses,10801000,ALL,ALB,2018-01-01,"2018-12-31"
ALBPETROL,e1658794-b21b-4301-b40c-f43d30c8f39b,Albania,2018,Oil & Gas,Delivered/paid to state-owned enterprise(s) (1415E32),Share of Oil,2020060900,ALL,ALB,2018-01-01,"2018-12-31"
AMANSIE SOUTH DISTRICT ASSEMLY,32653a47-54b5-4d16-ac8d-83397d992676,Ghana,2017,Mining,Taxes on property (113E),Property rate,241900,GHS,GHA,2017-01-01,"2017-12-31"
AMANSIE SOUTH DISTRICT ASSEMLY,32653a47-54b5-4d16-ac8d-83397d992676,Ghana,2018,Mining,Taxes on property (113E),Property rate,241900,GHS,GHA,2018-01-01,"2018-12-31"
AMANSIE SOUTH DISTRICT ASSEMLY,32653a47-54b5-4d16-ac8d-83397d992676,Ghana,2019,Mining,Taxes on property (113E),Property rate,87352,USD,GHA,2019-01-01,"2019-12-31"
ASUTIFI DISTRICT ASSEMBLY,0f2ffd25-f527-4e4f-ae7d-306dd1bb6cf8,Ghana,2017,Mining,Taxes on property (113E),Property rate,,GHS,GHA,2017-01-01,"2017-12-31"
ASUTIFI DISTRICT ASSEMBLY,0f2ffd25-f527-4e4f-ae7d-306dd1bb6cf8,Ghana,2018,Mining,Taxes on property (113E),Property rate,,GHS,GHA,2018-01-01,"2018-12-31"
ASUTIFI DISTRICT ASSEMBLY,0f2ffd25-f527-4e4f-ae7d-306dd1bb6cf8,Ghana,2019,Mining,Taxes on property (113E),Property rate,70461,USD,GHA,2019-01-01,"2019-12-31"
AUTORITÉ DE RÉGULATION DU SECTEUR PÉTROLIER AVAL DU TCHAD (ARSAT),f7763cd9-2bca-471b-919f-22fd3eb05804,Chad,2017,Other,Licence fees (114521E),Redevance ARSAT,,USD,TCD,2017-01-01,"2017-12-31"
AUTORITÉ DE RÉGULATION DU SECTEUR PÉTROLIER AVAL DU TCHAD (ARSAT),f7763cd9-2bca-471b-919f-22fd3eb05804,Chad,2018,Other,Licence fees (114521E),Redevance ARSAT,,USD,TCD,2018-01-01,"2018-12-31"
AUTORITÉ POUR LA PROMOTION DE LA RECHERCHE PÉTROLIÈRE (AUREP),4fdccfc6-4544-4b07-b69a-1b01112bb612,Mali,2017,Oil,Royalties (1415E1),Fonds de promotion et de formation,276750000,XOF,MLI,1/1/2017,"12/31/2017"
AUTORITÉ POUR LA PROMOTION DE LA RECHERCHE PÉTROLIÈRE (AUREP),4fdccfc6-4544-4b07-b69a-1b01112bb612,Mali,2017,Oil,Licence fees (114521E),Taxe de renouvellement (AUREP),1000000,XOF,MLI,1/1/2017,"12/31/2017"
AUTORITÉ POUR LA PROMOTION DE LA RECHERCHE PÉTROLIÈRE (AUREP),4fdccfc6-4544-4b07-b69a-1b01112bb612,Mali,2017,Oil,Licence fees (114521E),Taxe superficiaire,172696000,XOF,MLI,1/1/2017,"12/31/2017"
AUTORITÉ POUR LA PROMOTION DE LA RECHERCHE PÉTROLIÈRE (AUREP),4fdccfc6-4544-4b07-b69a-1b01112bb612,Mali,2017,Oil,Licence fees (114521E),Taxes de délivrance,,XOF,MLI,1/1/2017,"12/31/2017"
AUTORITÉ POUR LA PROMOTION DE LA RECHERCHE PÉTROLIÈRE (AUREP),4fdccfc6-4544-4b07-b69a-1b01112bb612,Mali,2018,Oil,Royalties (1415E1),Fonds de promotion et de formation,125000000,XOF,MLI,1/1/2018,"12/31/2018"
AUTORITÉ POUR LA PROMOTION DE LA RECHERCHE PÉTROLIÈRE (AUREP),4fdccfc6-4544-4b07-b69a-1b01112bb612,Mali,2018,Oil,Licence fees (114521E),Taxe de renouvellement (AUREP),,XOF,MLI,1/1/2018,"12/31/2018"
AUTORITÉ POUR LA PROMOTION DE LA RECHERCHE PÉTROLIÈRE (AUREP),4fdccfc6-4544-4b07-b69a-1b01112bb612,Mali,2018,Oil,Licence fees (114521E),Taxe superficiaire,107935000,XOF,MLI,1/1/2018,"12/31/2018"
AUTORITÉ POUR LA PROMOTION DE LA RECHERCHE PÉTROLIÈRE (AUREP),4fdccfc6-4544-4b07-b69a-1b01112bb612,Mali,2018,Oil,Licence fees (114521E),Taxes de délivrance (AUREP),,XOF,MLI,1/1/2018,"12/31/2018"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Cote d'Ivoire,2017,,Other taxes payable by natural resource companies (116E),Versements au compte de réhabilitation pour l'environnement,75657609,XOF,CIV,2017-01-01,"2017-12-31"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Senegal,2019,Autres,Other taxes payable by natural resource companies (116E),Autres flux de paiements significatifs (> 25 millions de FCFA) (reconciliables),,XOF,SEN,2019-01-01,"2019-12-31"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,"Ordinary taxes on income, profits and capital gains (1112E1)",Autres impôts locaux (nature et montant indiqués en annexe),19312789,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Other taxes payable by natural resource companies (116E),Autres paiements (nature et montant indiqués en annexe),18483600,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Other taxes payable by natural resource companies (116E),Autres paiements communs (nature et montant indiqués en annexe),13411900,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Taxes on payroll and workforce (112E),Autres retenues à la source (nature et montant indiqués en annexe) (Note a),,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Sales of goods and services by government units (1421E),Dépenses de transport de minéraux payées à l'Etat ou à une entité d'Etat,,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Compulsory transfers to government (infrastructure and other) (1415E4),Dépenses sociales en nature (Evaluation expert ou sur justificatifs),2960543201,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Compulsory transfers to government (infrastructure and other) (1415E4),Dépenses sociales en numéraire,4349863000,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Oil & Gas,Compulsory transfers to government (infrastructure and other) (1415E4),Dépenses sociales Programme d'investissement public (PIP),,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,From government participation (equity) (1412E2),Dividendes payés à l'Etat (Tresor Public),,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Voluntary transfers to government (donations) (144E1),Dons (Contribution Volontaire) en nature (Evaluation expert ou sur justificatifs),656680841.7,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Voluntary transfers to government (donations) (144E1),Dons (Contribution Volontaire) en numéraire,12394688,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Voluntary transfers to government (donations) (144E1),Dons (Contribution Volontaire)Programme d'investissement public (PIP),,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Administrative fees for government services (1422E),Frais de mise à disposition de permis (Centre Immatriculation),,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Administrative fees for government services (1422E),Frais de test (ARTEC),,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Social security employer contributions (1212E),Organisation sanitaire d'entreprise,4248518070,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Bonuses (1415E2),Primes de découverte payée à l'Etat (Tresor Public),,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Bonuses (1415E2),Primes de production payée à l'Etat (Tresor Public),,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Bonuses (1415E2),Primes de signature payée à l'Etat (Tresor Public),,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Royalties (1415E1),Redevances de fréquence (ARTEC),,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Royalties (1415E1),Redevances de pompage d’eau (ANDEA),14346376.42,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Royalties (1415E1),Redevances télécommunication (ARTEC),,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Administrative fees for government services (1422E),Taxe de régulation (ARTEC),,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Administrative fees for government services (1422E),Taxes administratives : Carte d’identité étrangère (Tresor Public),,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Administrative fees for government services (1422E),Taxes administratives : Permis de conduire (Centre Immatriculation),,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2017,Other,Administrative fees for government services (1422E),Taxes administratives : Permis de travail (Ministère de l'Intérieure),,MGA,MDG,1/1/2017,"12/31/2017"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2018,Other,"Ordinary taxes on income, profits and capital gains (1112E1)",Autres,16316927,MGA,MDG,1/1/2018,"12/31/2018"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2018,Other,Other taxes payable by natural resource companies (116E),Autres,27581320,MGA,MDG,1/1/2018,"12/31/2018"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2018,Other,Other taxes payable by natural resource companies (116E),Autres,11613840,MGA,MDG,1/1/2018,"12/31/2018"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2018,Other,Taxes on payroll and workforce (112E),Autres,,MGA,MDG,1/1/2018,"12/31/2018"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2018,Other,Sales of goods and services by government units (1421E),Dépenses de transport de minéraux payées à l'Etat ou à une entité d'Etat,,MGA,MDG,1/1/2018,"12/31/2018"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2018,Other,Compulsory transfers to government (infrastructure and other) (1415E4),Dépenses sociales en nature (Evaluation expert ou sur justificatifs),3537030344,MGA,MDG,1/1/2018,"12/31/2018"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2018,Other,Compulsory transfers to government (infrastructure and other) (1415E4),Dépenses sociales en numéraire,4058937683,MGA,MDG,1/1/2018,"12/31/2018"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2018,Oil & Gas,Delivered/paid to state-owned enterprise(s) (1415E32),Dépenses sociales Programme d'investissement public (PIP),,MGA,MDG,1/1/2018,"12/31/2018"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2018,Other,From government participation (equity) (1412E2),Dividendes payés à l'Etat (Tresor Public),,MGA,MDG,1/1/2018,"12/31/2018"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2018,Other,Voluntary transfers to government (donations) (144E1),Dons (Contribution Volontaire) en nature (Evaluation expert ou sur justificatifs),986701885.2,MGA,MDG,1/1/2018,"12/31/2018"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2018,Other,Voluntary transfers to government (donations) (144E1),Dons (Contribution Volontaire) en numéraire,156356000,MGA,MDG,1/1/2018,"12/31/2018"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2018,Other,Voluntary transfers to government (donations) (144E1),Dons (Contribution Volontaire)Programme d'investissement public (PIP),,MGA,MDG,1/1/2018,"12/31/2018"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2018,Other,Administrative fees for government services (1422E),Frais de mise à disposition de permis (Centre Immatriculation),,MGA,MDG,1/1/2018,"12/31/2018"
AUTRES,4a2db351-0838-4df3-8095-17f837dff3de,Madagascar,2018,Other,Administrative fees for government services (1422E),Frais de test (ARTEC),,MGA,MDG,1/1/2018,"12/31/2018"
