GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
Licence fees (114521E),Other,Droits d’entrée et redevances pour usage infrastructures : Port,Société du Port à Gestion Autonome de Toamasina,5505600210.0,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Licence fees (114521E),Other,Droits d’entrée et redevances pour usage infrastructures : Route,Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Licence fees (114521E),Other,Permis de construire,Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Licence fees (114521E),Other,Taxe de roulage,Collectivités territoriales décentralisées (Régions et/ou communes),66944693.6,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Licence fees (114521E),Other,Taxe professionnelle (TP),Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
"Ordinary taxes on income, profits and capital gains (1112E1)",Oil & Gas,Impôt direct sur les hydrocarbures (IDH),Direction Générale des Impôts,100000.0,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
"Ordinary taxes on income, profits and capital gains (1112E1)",Other,Autres Impôts d'Etat (nature et montant indiqués en annexe),Direction Générale des Impôts,105133199.0,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
"Ordinary taxes on income, profits and capital gains (1112E1)",Other,Autres impôts locaux (nature et montant indiqués en annexe),Autres,19312789.0,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
"Ordinary taxes on income, profits and capital gains (1112E1)",Other,IR non résident ou TFT,Direction Générale des Impôts,2298716615.09,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
"Ordinary taxes on income, profits and capital gains (1112E1)",Other,Impôts sur les dividendes,Direction Générale des Impôts,,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
"Ordinary taxes on income, profits and capital gains (1112E1)",Other,Impôts sur les plus-values immobilières (IPVI),Direction Générale des Impôts,,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
"Ordinary taxes on income, profits and capital gains (1112E1)",Other,Impôts sur les revenus (IR),Direction Générale des Impôts,17763663683.87,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
"Ordinary taxes on income, profits and capital gains (1112E1)",Other,Impôts sur les revenus de capitaux mobiliers (IRCM),Direction Générale des Impôts,118112853.96,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
"Ordinary taxes on income, profits and capital gains (1112E1)",Other,Impôts sur les revenus intermittents (IRI),Direction Générale des Impôts,34068473.76,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Other rent payments (1415E5),Other,Location de terrains,Société du Port à Gestion Autonome de Toamasina,978777065.48,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Other taxes payable by natural resource companies (116E),Other,Autres impôts sectoriels (nature et montant indiqués en annexe),Collectivités territoriales décentralisées (Régions et/ou communes),482899500.0,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Other taxes payable by natural resource companies (116E),Other,Autres paiements (nature et montant indiqués en annexe),Autres,18483600.0,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Other taxes payable by natural resource companies (116E),Other,Autres paiements communs (nature et montant indiqués en annexe),Autres,13411900.0,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Other taxes payable by natural resource companies (116E),Other,Certificat de conformité (Mise en compatibilité - ONE),Office Nationale pour l'Environnement,,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Royalties (1415E1),Mining,Redevances carrière,Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Royalties (1415E1),Mining,Ristourne minière,Direction Générale des Mines,4155608423.8,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Royalties (1415E1),Other,Redevance minière,Direction Générale des Mines,1779707958.6,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Royalties (1415E1),Other,Redevance sur les flux maritimes,Société du Port à Gestion Autonome de Toamasina,149089601.75,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Royalties (1415E1),Other,Redevance sur les ordures ménagères (ROM),Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Royalties (1415E1),Other,Redevance sur usage de la route (RUR),Direction Générale des Douanes,2198027.0,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Royalties (1415E1),Other,Redevances de fréquence (ARTEC),Autres,,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Royalties (1415E1),Other,Redevances de pompage d’eau (ANDEA),Autres,14346376.42,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Royalties (1415E1),Other,Redevances domaniales,Administration des Domaines,2190570403.03,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Royalties (1415E1),Other,Redevances sur les eaux usées (REU),Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Royalties (1415E1),Other,Redevances télécommunication (ARTEC),Autres,,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Sales of goods and services by government units (1421E),Other,Dépenses de transport de minéraux payées à l'Etat ou à une entité d'Etat,Autres,,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Social security employer contributions (1212E),Other,CNAPS,Caisse Nationale de Prévoyance Sociale,8770350420.42,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Social security employer contributions (1212E),Other,Organisation sanitaire d'entreprise,Autres,4248518070.4,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Taxes on exports (1152E),Other,Droit de port sur les marchandises exportées,Port: Société de Manutention des Marchandises Conventionnels et/ou Madagascar International Container Terminal Services Limited,467558978.0,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Taxes on exports (1152E),Other,Taxe conjoncturelle sur l’exportation,Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Taxes on payroll and workforce (112E),Other,Autres retenues à la source (nature et montant indiqués en annexe) (Note a),Autres,,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Taxes on property (113E),Other,Centime additionnelle à l’IFPB,Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Taxes on property (113E),Other,Impôts fonciers sur la propriété bâtie (IFPB),Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Taxes on property (113E),Other,Impôts fonciers sur les terrains (IFT),Collectivités territoriales décentralisées (Régions et/ou communes),75000940.96,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Taxes on property (113E),Other,Taxe annexe à l’IFPB (TAFB),Collectivités territoriales décentralisées (Régions et/ou communes),,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Taxes on property (113E),Other,Taxe de publicité foncière (TPF),Administration des Domaines,,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Voluntary transfers to government (donations) (144E1),Other,Dons (Contribution Volontaire) en nature (Evaluation expert ou sur justificatifs),Autres,656680841.72,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Voluntary transfers to government (donations) (144E1),Other,Dons (Contribution Volontaire) en numéraire,Autres,12394688.0,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
Voluntary transfers to government (donations) (144E1),Other,Dons (Contribution Volontaire)Programme d'investissement public (PIP),Autres,,MGA,Madagascar,MDG,2017,1/1/2017,12/31/2017
